EMPLID,Name,Term,Application Status,Major,Math - Majors 1st Math Course,Math - Majors 1st Math Code,Math - Math Placement Course,Math - Math Placement Code,Math - Math Placement Course Verified,Math - Math Placement Code Verified,Math - Math Placement Met,Math - Math Placement Met Long Description,Math - ESM 105 Eligible,Math - ESM 120 Eligible,College Coursework Exists,IMP - College Course,Math_Tests_Concatenate,Formula math_placement_2_calc_III_eligible,Formula math_placement_4_calc_II_eligible,Formula math_placement_8_calc_eligible,Formula math_placement_10_precalc_eligible,Formula math_score_exists,Application Math Category,College Math Status ERS,ELM Status ERS,HS Math GPA ERS,HS Math Units ERS,MAPE IA,MAPE PC,EAP,ACT Math,ACT Math SS,AP CALC AB,AP CALC BC,AP CSC P,AP STATS,IB AA,IB AI,Old SAT Math,SAT Math L1,SAT Math L2,SAT R Math Section,CLEP College Algebra,CLEP College Algebra/Trig,CLEP Trig,CLEP Precalc,CLEP Calc,Cambridge Math,MPAP Response,MPAP - Updated Date,IMP - Updated Date
0053,Dakota Clark,Fall 2025,Confirmed Completed,Journalism,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences OR STAT 251 - Statistical Inference for Management I,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 4,,4,8,10,Y,,0,A,,10,,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/08/2025 07:07,06/01/2025 02:06
0054,Quinn Hall,Fall 2025,Confirmed,Civil Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Calculus (BC) - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (AB) - 5
Verified: SATR Math Section Score - 780
Verified: SATR Math Section Score - 730",2,4,8,10,Y,,0,A,,12,,,,,,5 - Verified,5 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/10/2025 11:06,04/21/2025 11:04
0055,Elliot Lee,Fall 2025,Confirmed Completed,Environmental Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Precalculus - 5
Verified: AP Calculus (BC) - 2
Verified: AP Calculus (BC): AB Subscore - 2",,4,8,10,Y,,0,Z,,10,,,,,,,2 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/11/2025 07:07,05/12/2025 12:05
0056,Riley Wright,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,,,4,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,,,07/13/2025 09:07
0057,Rowan Martinez,Fall 2025,Confirmed Completed,Nutrition,Calculus Ready with MATH 118 - Precalculus Algebra,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (AB) - 5
Verified: AP Statistics - 5
Verified: AP Precalculus - 5
Verified: SATR Math Section Score - 610",,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,,,5 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/07/2025 05:07,04/28/2025 08:04
0058,Peyton Lopez,Fall 2025,Confirmed Completed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Statistics,"Verified: AP Computer Science Principles - 2
Verified: AP Calculus (AB) - 2
Verified: AP Computer Science (A) - 1",,,8,10,Y,,0,Z,,16,,,,,,2 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/23/2025 01:05,05/15/2025 10:05
0059,Finley Garcia,Fall 2025,Confirmed Completed,Psychology,STAT 217 - Introduction to Statistical Concepts and Methods,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (AB) - 5
Verified: SATR Math Section Score - 710",,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,04/17/2025 11:04,04/11/2025 11:04
0060,Avery Rivera,Fall 2025,Confirmed Completed,Electrical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 5,,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/27/2025 03:05,03/31/2025 12:03
0061,Logan Rivera,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 2,,4,,10,Y,,0,4,,8,,,,,,2 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/14/2025 09:06,05/01/2025 11:05
0062,Rowan Hernandez,Fall 2025,Confirmed Completed,Liberal Studies,MATH 227 - Mathematics for Elementary Teaching I,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Statistics - 4
Verified: AP Precalculus - 3",,,8,10,Y,,0,A,,10,,,,,,,,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/22/2025 04:06,05/19/2025 05:05
0063,Logan Clark,Fall 2025,Confirmed,Interdisciplinary Studies,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,,,4,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/24/2025 12:04,04/08/2025 04:04
0064,Avery Nguyen,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: SATR Math Section Score - 670
Verified: SATR Math Section Score - 630",,,8,10,Y,,0,S,,12,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/14/2025 01:07,07/14/2025 01:07
0065,Logan Nguyen,Fall 2025,Confirmed Completed,Journalism,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences OR STAT 251 - Statistical Inference for Management I,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Precalculus,,,,8,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/01/2025 01:05,04/25/2025 12:04
0066,Casey Scott,Fall 2025,Confirmed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (AB) - 2
Verified: AP Statistics - 2",,,8,,Y,,0,Z,,10,,,,,,2 - Verified,,,2 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/07/2025 08:06,03/18/2025 10:03
0067,Elliot Martinez,Fall 2025,Confirmed Completed,Biological Sciences,MATH 161 - Calculus for the Life Sciences I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,Verified: AP Calculus (AB) - 2,,,,10,Y,,0,4,,10,,,,,,2 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,06/10/2025 08:06,07/12/2025 09:07
0068,Elliot Scott,Fall 2025,Confirmed,Civil Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Statistics - 4
Verified: AP Computer Science Principles - 3
Verified: AP Calculus (BC): AB Subscore - 2
Verified: AP Calculus (BC) - 1",,,8,10,Y,,0,A,,10,,,,,,,1 - Verified,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/14/2025 05:07,07/02/2025 09:07
0069,Morgan Martinez,Fall 2025,Confirmed Completed,Physics,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Computer Science Principles - 5
Verified: AP Calculus (AB) - 5",,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/13/2025 08:06,05/14/2025 11:05
0070,Finley Torres,Fall 2025,Confirmed,Civil Engineering,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,Statistics,,,,,10,N,,0,4,,11,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,05/15/2025 06:05,05/15/2025 06:05
0071,Peyton Torres,Fall 2025,Confirmed Completed,Architecture,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,Y,Precalculus,Verified: SATR Math Section Score - 610,,,8,10,Y,,0,S,,10,,,,,,Self-Reported,,,,,,,,,,,,,,,,Enroll me in ESM 120 which culminates with the MAPE exam.,05/15/2025 11:05,07/14/2025 11:07
0072,Riley Johnson,Fall 2025,Confirmed Completed,Agricultural Systems Management,MATH 119 - Precalculus Trigonometry,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/23/2025 08:04,04/23/2025 08:04
0073,Casey Hernandez,Fall 2025,Confirmed,Computer Science,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: ACT Mathematics - 30
Verified: ACT Mathematics - 30",,4,8,,Y,,0,Z,,12,,,,30 - Verified;30 - Verified;Self-Reported,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/22/2025 02:05,06/10/2025 12:06
0074,Elliot Smith,Fall 2025,Confirmed Completed,Architecture,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I will take MATH 118 Precalculus in the fall and understand that this decision may affect my coursework progress.,05/12/2025 04:05,04/29/2025 02:04
0075,Morgan Scott,Fall 2025,Confirmed,Construction Management,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,Statistics,,,,,10,N,,0,4,,12,,,,,,,,,,,,,,,,,,,,,,,,03/20/2025 09:03
0076,Reese Clark,Fall 2025,Confirmed Completed,Political Science,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,,Statistics,Verified: AP Statistics - 3,,,,10,Y,,0,A,,8,,,,,,,,,3 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/22/2025 12:05,07/09/2025 11:07
0077,Jules Baker,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,06/10/2025 03:06,05/14/2025 11:05
0078,Avery Hall,Fall 2025,Confirmed,Architecture,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Computer Science Principles - 4
Verified: AP Calculus (BC) - 3",2,4,,10,Y,,0,A,,10,,,,,,,3 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/01/2025 11:07,04/25/2025 03:04
0079,Finley Garcia,Fall 2025,Confirmed Completed,Animal Science,Calculus Ready with MATH 118 - Precalculus Algebra,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: SATR Math Section Score - 640
Verified: SATR Math Section Score - 640",,,8,10,Y,,0,S,,10,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,05/13/2025 01:05,03/23/2025 10:03
0080,Dakota Torres,Fall 2025,Confirmed Completed,Kinesiology,Calculus Ready with MATH 119 - Precalculus Trigonometry,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: AP Precalculus - 2,,4,,10,Y,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/10/2025 12:06,05/15/2025 10:05
0081,Dakota Brown,Fall 2025,Confirmed Completed,Electrical Engineering,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,Statistics,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,06/01/2025 12:06,07/16/2025 04:07
0082,Quinn Garcia,Fall 2025,Confirmed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,,,
0083,Morgan Davis,Fall 2025,Confirmed,General Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: AP Calculus (AB) - 1,,4,8,,Y,,0,Z,,8,,,,,,1 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/14/2025 10:06,05/29/2025 06:05
0084,Alex Lee,Fall 2025,Confirmed Completed,Aerospace Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,Verified: SATR Math Section Score - 750,,,8,10,Y,,0,S,,10,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,05/15/2025 01:05,05/01/2025 03:05
0085,Finley Wright,Fall 2025,Confirmed Completed,Industrial Technology and Packaging,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Statistics,"Verified: AP Computer Science Principles - 4
Verified: AP Statistics - 3
Self-Reported: AP Computer Science Principles - 4",,,8,10,Y,,0,A,,10,,,,,,,,,3 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/06/2025 11:05,04/23/2025 05:04
0086,Finley Young,Fall 2025,Confirmed Completed,Construction Management,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/13/2025 01:05,05/12/2025 05:05
0087,Logan Brown,Fall 2025,Confirmed Completed,Statistics,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (BC) - 4
Verified: AP Calculus (AB) - 4",2,4,8,10,Y,,0,A,,8,,,,,,4 - Verified,4 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/29/2025 08:05,05/21/2025 09:05
0088,Taylor Wright,Fall 2025,Confirmed,Architecture,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Not Listed,"Verified: AP Calculus (AB) - 5
Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (BC) - 3",2,4,8,10,Y,,0,A,,12,,,,,,5 - Verified,3 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/15/2025 11:05,05/15/2025 10:05
0089,Morgan Allen,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Statistics - 4
Verified: AP Calculus (AB) - 4
Self-Reported: AP Calculus (AB) - 4",,4,,10,Y,,0,A,,16,,,,,,4 - Verified4 - Self-Reported,,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/04/2025 04:06,05/19/2025 09:05
0090,Jamie Torres,Fall 2025,Confirmed Completed,"Recreation, Parks, and Tourism Administration",MATH 118 - Precalculus Algebra,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,Statistics,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/30/2025 07:06,07/08/2025 01:07
